acceptedtaxonkey,acceptedscientificname,numberofoccurrences,kingdom,phylum,class,order,family,genus,species
5359429,trifolium dubium sibth.,4319,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trifolium,trifolium dubium
5392883,echinops sphaerocephalus l.,365,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,echinops,echinops sphaerocephalus
5410181,campanula alliariifolia willd.,12,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,campanula,campanula alliariifolia
5538946,pimpinella peregrina l.,265,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,pimpinella,pimpinella peregrina
7225653,cardamine amara subsp. amara,488,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,cardamine,cardamine amara
7702195,saxifraga retusa gouan,8,plantae,tracheophyta,magnoliopsida,saxifragales,saxifragaceae,saxifraga,saxifraga retusa
2703041,arundo donax l.,22,plantae,tracheophyta,liliopsida,poales,poaceae,arundo,arundo donax
2703723,bromus catharticus vahl,121,plantae,tracheophyta,liliopsida,poales,poaceae,bromus,bromus catharticus
2726010,carex distans l.,738,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex distans
2880130,quercus petraea (matt.) liebl.,4968,plantae,tracheophyta,magnoliopsida,fagales,fagaceae,quercus,quercus petraea
2889358,oxyria digyna hill,1144,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,oxyria,oxyria digyna
2913128,galium elongatum presl,911,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium elongatum
2926065,symphytum tuberosum l.,233,plantae,tracheophyta,magnoliopsida,boraginales,boraginaceae,symphytum,symphytum tuberosum
2940408,cytisophyllum sessilifolium o.lang,14,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,cytisophyllum,cytisophyllum sessilifolium
2986130,ribes sanguineum pursh,21,plantae,tracheophyta,magnoliopsida,saxifragales,grossulariaceae,ribes,ribes sanguineum
3190522,cotinus coggygria scop.,269,plantae,tracheophyta,magnoliopsida,sapindales,anacardiaceae,cotinus,cotinus coggygria
4115016,festuca rupicaprina (hack.) a.kern.,100,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca rupicaprina
5334351,fallopia baldschuanica (regel) holub,153,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,fallopia,fallopia baldschuanica
6710374,consolida regalis subsp. regalis,2,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,consolida,consolida regalis
8058482,arenaria ciliata subsp. ciliata,73,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,arenaria,arenaria ciliata
8730023,orobanche salviae f.w.schultz,41,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,orobanche,orobanche salviae
9781113,arrhenatherum elatius subsp. elatius,61,plantae,tracheophyta,liliopsida,poales,poaceae,arrhenatherum,arrhenatherum elatius
2718377,bolboschoenus planiculmis (f.schmidt) t.v.egorova,4,plantae,tracheophyta,liliopsida,poales,cyperaceae,bolboschoenus,bolboschoenus planiculmis
2722914,carex divulsa stokes,466,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex divulsa
2739836,colchicum alpinum dc.,167,plantae,tracheophyta,liliopsida,liliales,colchicaceae,colchicum,colchicum alpinum
3033312,ranunculus flammula l.,1894,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,ranunculus,ranunculus flammula
7413691,buphthalmum speciosissimum l.,29,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,buphthalmum,buphthalmum speciosissimum
3105768,sonchus tenerrimus l.,7,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,sonchus,sonchus tenerrimus
3171947,verbascum lychnitis l.,3193,plantae,tracheophyta,magnoliopsida,lamiales,scrophulariaceae,verbascum,verbascum lychnitis
3191414,polygala serpyllifolia hosé,335,plantae,tracheophyta,magnoliopsida,fabales,polygalaceae,polygala,polygala serpyllifolia
5356363,lathyrus setifolius l.,1,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,lathyrus,lathyrus setifolius
5376542,lepidium linifolium (desv.) steud.,159,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,lepidium,lepidium linifolium
5421389,sarracenia purpurea l.,164,plantae,tracheophyta,magnoliopsida,ericales,sarraceniaceae,sarracenia,sarracenia purpurea
6096564,myosotis laxa subsp. cespitosa (c.f.schultz) nordh.,381,plantae,tracheophyta,magnoliopsida,boraginales,boraginaceae,myosotis,myosotis laxa
4202184,hylotelephium anacampseros (l.) h.ohba,136,plantae,tracheophyta,magnoliopsida,saxifragales,crassulaceae,hylotelephium,hylotelephium anacampseros
2849624,orchis anthropophora all.,4976,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,orchis,orchis anthropophora
8328247,veronica montana l.,2552,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica montana
8366345,jasione montana l.,773,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,jasione,jasione montana
9040863,neslia paniculata (l.) desv.,153,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,neslia,neslia paniculata
2927190,mentha suaveolens ehrh.,143,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,mentha,mentha suaveolens
3028030,alchemilla subsericea reut.,258,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla subsericea
3171704,pedicularis oederi vahl ex hornemann,350,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,pedicularis,pedicularis oederi
7223208,rhaponticum scariosum subsp. scariosum,17,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,rhaponticum,rhaponticum scariosum
5375020,arabis alpina l.,1466,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,arabis,arabis alpina
8203538,euphorbia esula l.,30,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,euphorbia,euphorbia esula
3171882,lindernia procumbens (krock.) philcox,73,plantae,tracheophyta,magnoliopsida,lamiales,linderniaceae,lindernia,lindernia procumbens
4005499,soldanella alpicola f.k.mey.,175,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,soldanella,soldanella alpicola
8941837,sagina apetala ard.,690,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,sagina,sagina apetala
9148812,salix repens l.,1141,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix repens
9500949,primula acaulis (l.) l.,4537,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,primula,primula acaulis
2890603,geranium columbinum l.,2530,plantae,tracheophyta,magnoliopsida,geraniales,geraniaceae,geranium,geranium columbinum
2913463,galium triflorum michx.,246,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium triflorum
2927229,stachys arvensis l.,83,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,stachys,stachys arvensis
3083745,atriplex rosea l.,1,plantae,tracheophyta,magnoliopsida,caryophyllales,amaranthaceae,atriplex,atriplex rosea
8068542,cherleria sedoides l.,1589,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,cherleria,cherleria sedoides
6665114,plantago major subsp. major,5884,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,plantago,plantago major
7227967,dactylorhiza maculata subsp. maculata,117,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,dactylorhiza,dactylorhiza maculata
7270598,gentiana pneumonanthe l.,2907,plantae,tracheophyta,magnoliopsida,gentianales,gentianaceae,gentiana,gentiana pneumonanthe
8111397,euphrasia picta wimm.,134,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,euphrasia,euphrasia picta
7498158,valeriana saxatilis l.,187,plantae,tracheophyta,magnoliopsida,dipsacales,caprifoliaceae,valeriana,valeriana saxatilis
5289769,scolochloa festucacea link,4627,plantae,tracheophyta,liliopsida,poales,poaceae,scolochloa,scolochloa festucacea
2711157,schoenoplectus tabernaemontani (c.c.gmel.) palla,1059,plantae,tracheophyta,liliopsida,poales,cyperaceae,schoenoplectus,schoenoplectus tabernaemontani
2810532,dactylorhiza traunsteineri (saut. ex rchb.) soó,2532,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,dactylorhiza,dactylorhiza traunsteineri
2873861,linum usitatissimum l.,189,plantae,tracheophyta,magnoliopsida,malpighiales,linaceae,linum,linum usitatissimum
2927850,polemonium caeruleum l.,648,plantae,tracheophyta,magnoliopsida,ericales,polemoniaceae,polemonium,polemonium caeruleum
3032833,saxifraga tridactylites l.,2645,plantae,tracheophyta,magnoliopsida,saxifragales,saxifragaceae,saxifraga,saxifraga tridactylites
3119240,helianthus giganteus l.,3,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,helianthus,helianthus giganteus
3641433,sison amomum l.,79,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,sison,sison amomum
3686235,staphylea pinnata l.,287,plantae,tracheophyta,magnoliopsida,crossosomatales,staphyleaceae,staphylea,staphylea pinnata
4127117,agrostis agrostiflora (beck) janch. & h.neumayer,1460,plantae,tracheophyta,liliopsida,poales,poaceae,agrostis,agrostis agrostiflora
4119142,cleistogenes serotina (l.) keng,157,plantae,tracheophyta,liliopsida,poales,poaceae,cleistogenes,cleistogenes serotina
5299675,tulipa gesneriana l.,1,plantae,tracheophyta,liliopsida,liliales,liliaceae,tulipa,tulipa gesneriana
3151618,symphyotrichum novae-angliae (l.) g.l.nesom,124,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,symphyotrichum,symphyotrichum novae-angliae
5415012,linaria purpurea mill.,784,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,linaria,linaria purpurea
7293605,polygala amarella crantz,3256,plantae,tracheophyta,magnoliopsida,fabales,polygalaceae,polygala,polygala amarella
2749791,gladiolus italicus mill.,32,plantae,tracheophyta,liliopsida,asparagales,iridaceae,gladiolus,gladiolus italicus
3028404,alchemilla glacialis buser,41,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla glacialis
3114667,carduus pycnocephalus l.,15,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,carduus,carduus pycnocephalus
3166655,phyteuma orbiculare l.,1,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,phyteuma,phyteuma orbiculare
5352354,anthyllis montana l.,14,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,anthyllis,anthyllis montana
5410826,campanula carpatica jacq.,21,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,campanula,campanula carpatica
5642073,potamogeton trichoides cham. & schltdl.,54,plantae,tracheophyta,liliopsida,alismatales,potamogetonaceae,potamogeton,potamogeton trichoides
8252393,eriophorum gracile w.d.j.koch ex roth,844,plantae,tracheophyta,liliopsida,poales,cyperaceae,eriophorum,eriophorum gracile
2701418,juncus conglomeratus l.,1594,plantae,tracheophyta,liliopsida,poales,juncaceae,juncus,juncus conglomeratus
2704920,festuca airoides lam.,21,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca airoides
2722112,carex curvula all.,800,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex curvula
2724869,carex norvegica retz.,48,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex norvegica
2873769,acorus calamus l.,496,plantae,tracheophyta,liliopsida,acorales,acoraceae,acorus,acorus calamus
2891583,geranium sibiricum l.,113,plantae,tracheophyta,magnoliopsida,geraniales,geraniaceae,geranium,geranium sibiricum
2974811,vicia pannonica crantz,175,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,vicia,vicia pannonica
3040913,conringia orientalis dumort.,83,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,conringia,conringia orientalis
3063016,mercurialis perennis l.,8965,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,mercurialis,mercurialis perennis
3113637,cirsium rivulare all.,1166,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,cirsium,cirsium rivulare
3171948,verbascum phlomoides l.,225,plantae,tracheophyta,magnoliopsida,lamiales,scrophulariaceae,verbascum,verbascum phlomoides
3889056,perovskia atriplicifolia benth.,18,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,perovskia,perovskia atriplicifolia
5367397,potentilla caulescens l.,795,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,potentilla,potentilla caulescens
6076883,carduus defloratus subsp. rhaeticus (dc.) murr,235,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,carduus,carduus defloratus
8344892,vaccinium microcarpum (turcz. ex rupr.) schmalh. ex busch,180,plantae,tracheophyta,magnoliopsida,ericales,ericaceae,vaccinium,vaccinium microcarpum
7310803,asplenium petrarchae (guerin) dc.,11,plantae,tracheophyta,polypodiopsida,polypodiales,aspleniaceae,asplenium,asplenium petrarchae
7399586,facchinia grignensis (rchb.) dillenb. & kadereit,2,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,facchinia,facchinia grignensis
9076200,elatine hydropiper l.,10,plantae,tracheophyta,magnoliopsida,malpighiales,elatinaceae,elatine,elatine hydropiper
2688420,diphasiastrum alpinum (l.) holub,619,plantae,tracheophyta,lycopodiopsida,lycopodiales,lycopodiaceae,diphasiastrum,diphasiastrum alpinum
9541009,borkhausenia intermedia (ehrh.) sennikov & kurtto,11,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,borkhausenia,borkhausenia intermedia
3189762,plantago arenaria waldst. & kit.,87,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,plantago,plantago arenaria
5374852,arabis scabra all.,47,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,arabis,arabis scabra
5392174,bidens frondosa l.,425,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,bidens,bidens frondosa
9269392,drymosiphon grandiflorus (l.) melnikov,266,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,drymosiphon,drymosiphon grandiflorus
7490777,salix arenaria l.,3,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix arenaria
2701957,juncus capitatus weigel,46,plantae,tracheophyta,liliopsida,poales,juncaceae,juncus,juncus capitatus
2710517,trichophorum pumilum schinz & thell.,348,plantae,tracheophyta,liliopsida,poales,cyperaceae,trichophorum,trichophorum pumilum
2914720,galium montis-arerae merxm. & ehrend.,1,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium montis-arerae
2915025,galium anisophyllon vill.,4626,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium anisophyllon
2975076,vicia lathyroides l.,174,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,vicia,vicia lathyroides
3053406,rorippa austriaca (crantz) besser,52,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,rorippa,rorippa austriaca
5361785,myriophyllum aquaticum (vell.) verdc.,99,plantae,tracheophyta,magnoliopsida,saxifragales,haloragaceae,myriophyllum,myriophyllum aquaticum
5374828,kernera saxatilis (l.) sweet,2268,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,kernera,kernera saxatilis
5377432,matthiola fruticulosa subsp. valesiaca (j.gay ex gaudin) p.w.ball,399,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,matthiola,matthiola fruticulosa
6409536,ballota nigra subsp. nigra,66,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,ballota,ballota nigra
7267465,silene nutans subsp. nutans,7079,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,silene,silene nutans
7224058,anthriscus sylvestris subsp. sylvestris,2,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,anthriscus,anthriscus sylvestris
5289686,setaria verticillata (l.) p.beauv.,104,plantae,tracheophyta,liliopsida,poales,poaceae,setaria,setaria verticillata
2717002,eleocharis palustris (l.) roem. & schult.,965,plantae,tracheophyta,liliopsida,poales,cyperaceae,eleocharis,eleocharis palustris
2925529,verbena officinalis l.,5026,plantae,tracheophyta,magnoliopsida,lamiales,verbenaceae,verbena,verbena officinalis
2974793,vicia sylvatica l.,1259,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,vicia,vicia sylvatica
2975132,vicia narbonensis l.,12,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,vicia,vicia narbonensis
7449625,alchemilla frigens buser ex jaquet,149,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla frigens
3140346,lactuca virosa l.,259,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,lactuca,lactuca virosa
3172053,veronica dillenii crantz,375,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica dillenii
3840234,gentiana terglouensis subsp. schleicheri (vaccari) tutin,553,plantae,tracheophyta,magnoliopsida,gentianales,gentianaceae,gentiana,gentiana terglouensis
4116392,melica uniflora retz.,1907,plantae,tracheophyta,liliopsida,poales,poaceae,melica,melica uniflora
5330580,arum maculatum l.,5994,plantae,tracheophyta,liliopsida,alismatales,araceae,arum,arum maculatum
7712042,pyrus communis subsp. pyraster (l.) ehrh.,1050,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,pyrus,pyrus communis
7066268,leucanthemopsis alpina subsp. alpina,313,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,leucanthemopsis,leucanthemopsis alpina
7931979,primula farinosa l.,4781,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,primula,primula farinosa
2927177,mentha longifolia huds.,4340,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,mentha,mentha longifolia
7068613,noccaea caerulescens subsp. caerulescens,908,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,noccaea,noccaea caerulescens
3119175,helianthus tuberosus l.,174,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,helianthus,helianthus tuberosus
3135561,hieracium alpinum l.,1178,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,hieracium,hieracium alpinum
3171969,euphrasia pectinata ten.,58,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,euphrasia,euphrasia pectinata
7270316,gentiana bavarica l.,70,plantae,tracheophyta,magnoliopsida,gentianales,gentianaceae,gentiana,gentiana bavarica
5373365,rapistrum perenne all.,27,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,rapistrum,rapistrum perenne
5415040,olea europaea l.,24,plantae,tracheophyta,magnoliopsida,lamiales,oleaceae,olea,olea europaea
7358677,populus nigra var. italica (moench.) koehne,281,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,populus,populus nigra
2701151,juncus arcticus willd.,633,plantae,tracheophyta,liliopsida,poales,juncaceae,juncus,juncus arcticus
2703733,bromus lanceolatus roth,6,plantae,tracheophyta,liliopsida,poales,poaceae,bromus,bromus lanceolatus
2704757,sporobolus indicus r.br.,179,plantae,tracheophyta,liliopsida,poales,poaceae,sporobolus,sporobolus indicus
2927118,clinopodium acinos kuntze,3075,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,clinopodium,clinopodium acinos
2927208,mentha aquatica l.,6804,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,mentha,mentha aquatica
3033464,ranunculus aquatilis l.,122,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,ranunculus,ranunculus aquatilis
3040983,raphanus raphanistrum l.,886,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,raphanus,raphanus raphanistrum
7222765,jacobaea paludosa subsp. paludosa,1685,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,jacobaea,jacobaea paludosa
3120066,achillea setacea waldst. & kit.,567,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,achillea,achillea setacea
5376179,hornungia petraea rchb.,546,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,hornungia,hornungia petraea
8941837,sagina apetala ard.,343,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,sagina,sagina apetala
8007875,ranunculus acris subsp. friesianus (jordan) syme,9614,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,ranunculus,ranunculus acris
2703705,bromus arvensis l.,209,plantae,tracheophyta,liliopsida,poales,poaceae,bromus,bromus arvensis
2874680,ecballium elaterium a.rich.,5,plantae,tracheophyta,magnoliopsida,cucurbitales,cucurbitaceae,ecballium,ecballium elaterium
3033605,myosurus minimus l.,78,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,myosurus,myosurus minimus
5353590,cercis siliquastrum l.,52,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,cercis,cercis siliquastrum
5384458,gypsophila paniculata l.,25,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,gypsophila,gypsophila paniculata
5665462,viola pinnata l.,219,plantae,tracheophyta,magnoliopsida,malpighiales,violaceae,viola,viola pinnata
6026454,molopospermum peloponnesiacum w.d.j.koch,261,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,molopospermum,molopospermum peloponnesiacum
9439685,minuartia mucronata subsp. mucronata,512,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,minuartia,minuartia mucronata
7307782,salvia pratensis subsp. pratensis,99,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,salvia,salvia pratensis
7468022,silene vulgaris subsp. prostrata (gaudin) schinz & thell.,23,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,silene,silene vulgaris
6441863,hylotelephium telephium subsp. telephium,209,plantae,tracheophyta,magnoliopsida,saxifragales,crassulaceae,hylotelephium,hylotelephium telephium
3151474,symphyotrichum tradescantii (l.) g.l.nesom,73,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,symphyotrichum,symphyotrichum tradescantii
2888445,papaver argemone l.,542,plantae,tracheophyta,magnoliopsida,ranunculales,papaveraceae,papaver,papaver argemone
4087687,utricularia bremii heer,196,plantae,tracheophyta,magnoliopsida,lamiales,lentibulariaceae,utricularia,utricularia bremii
5289877,molinia caerulea moench,4852,plantae,tracheophyta,liliopsida,poales,poaceae,molinia,molinia caerulea
7291159,bistorta officinalis subsp. officinalis,6683,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,bistorta,bistorta officinalis
5384390,amaranthus cruentus l.,21,plantae,tracheophyta,magnoliopsida,caryophyllales,amaranthaceae,amaranthus,amaranthus cruentus
5414990,digitalis lutea l.,1949,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,digitalis,digitalis lutea
7136543,armeria arenaria schult.,2077,plantae,tracheophyta,magnoliopsida,caryophyllales,plumbaginaceae,armeria,armeria arenaria
7480190,euphrasia christii favrat ex gremli,441,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,euphrasia,euphrasia christii
8213826,festuca trichophylla (ducros ex gaudin) k.richt.,11,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca trichophylla
2891390,geranium phaeum l.,148,plantae,tracheophyta,magnoliopsida,geraniales,geraniaceae,geranium,geranium phaeum
2927189,mentha pulegium l.,69,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,mentha,mentha pulegium
2972841,onobrychis arenaria dc.,417,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,onobrychis,onobrychis arenaria
3034530,sium latifolium l.,148,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,sium,sium latifolium
3731357,veronica fruticulosa l.,657,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica fruticulosa
5361944,broussonetia papyrifera vent.,20,plantae,tracheophyta,magnoliopsida,rosales,moraceae,broussonetia,broussonetia papyrifera
5401007,leucanthemum superbum (bergmans ex j.ingram) d.h.kent,16,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,leucanthemum,leucanthemum superbum
7422046,asplenium trichomanes subsp. pachyrachis (christ) lovis & reichst.,92,plantae,tracheophyta,polypodiopsida,polypodiales,aspleniaceae,asplenium,asplenium trichomanes
8373355,artemisia annua l.,164,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,artemisia,artemisia annua
9182154,vicia villosa roth,75,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,vicia,vicia villosa
2891304,geranium pratense l.,866,plantae,tracheophyta,magnoliopsida,geraniales,geraniaceae,geranium,geranium pratense
2925767,heliotropium europaeum l.,328,plantae,tracheophyta,magnoliopsida,boraginales,heliotropiaceae,heliotropium,heliotropium europaeum
3753427,saxifraga seguieri spreng.,693,plantae,tracheophyta,magnoliopsida,saxifragales,saxifragaceae,saxifraga,saxifraga seguieri
5365440,potentilla collina wibel,11,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,potentilla,potentilla collina
5372875,salix myrsinifolia salisb.,2293,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix myrsinifolia
6303065,leucanthemum adustum subsp. adustum,36,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,leucanthemum,leucanthemum adustum
7139667,oxytropis halleri subsp. halleri,364,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,oxytropis,oxytropis halleri
7333475,pedicularis gyroflexa vill.,176,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,pedicularis,pedicularis gyroflexa
3593901,scleranthus verticillatus tausch,217,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,scleranthus,scleranthus verticillatus
7994003,erigeron acris subsp. politus (fr.) h.lindb.,16,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,erigeron,erigeron acris
3810181,cerastium macrocarpum schur,328,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,cerastium,cerastium macrocarpum
2702792,briza maxima l.,3,plantae,tracheophyta,liliopsida,poales,poaceae,briza,briza maxima
2729915,carex mucronata all.,316,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex mucronata
2889088,reynoutria sachalinensis nakai,414,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,reynoutria,reynoutria sachalinensis
2928755,datura innoxia mill.,24,plantae,tracheophyta,magnoliopsida,solanales,solanaceae,datura,datura innoxia
2965732,glycyrrhiza glabra l.,6,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,glycyrrhiza,glycyrrhiza glabra
3049449,draba tomentosa clairv.,334,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,draba,draba tomentosa
3169131,euonymus europaeus l.,7888,plantae,tracheophyta,magnoliopsida,celastrales,celastraceae,euonymus,euonymus europaeus
8128391,carex nigra subsp. juncea (fries) soó,26,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex nigra
3639144,dichoropetalum carvifolia (vill.) pimenov & kljuykov,394,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,dichoropetalum,dichoropetalum carvifolia
3931260,aquilegia einseleana fr.schultz,90,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,aquilegia,aquilegia einseleana
5275045,athyrium distentifolium tausch ex opiz,1065,plantae,tracheophyta,polypodiopsida,polypodiales,athyriaceae,athyrium,athyrium distentifolium
5360844,oxytropis neglecta j.gay ex ten.,48,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,oxytropis,oxytropis neglecta
6364084,cerastium glutinosum fries,195,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,cerastium,cerastium glutinosum
7223260,centaurea jacea subsp. jacea,8925,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,centaurea,centaurea jacea
2706525,agrostis rupestris all.,2118,plantae,tracheophyta,liliopsida,poales,poaceae,agrostis,agrostis rupestris
2710391,carex simpliciuscula wahlenb.,300,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex simpliciuscula
2888723,sambucus racemosa l.,4941,plantae,tracheophyta,magnoliopsida,dipsacales,adoxaceae,sambucus,sambucus racemosa
2930262,solanum tuberosum l.,260,plantae,tracheophyta,magnoliopsida,solanales,solanaceae,solanum,solanum tuberosum
