acceptedtaxonkey,acceptedscientificname,numberofoccurrences,kingdom,phylum,class,order,family,genus,species
5641283,primula veris subsp. suaveolens (bertol) gutermann & ehrend.,596,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,primula,primula veris
7065571,podospermum laciniatum subsp. laciniatum,61,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,podospermum,podospermum laciniatum
2723055,carex halleriana asso,633,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex halleriana
2724120,carex praecox schreb.,11,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex praecox
2890920,geranium sanguineum l.,3707,plantae,tracheophyta,magnoliopsida,geraniales,geraniaceae,geranium,geranium sanguineum
2891031,geranium rotundifolium l.,1627,plantae,tracheophyta,magnoliopsida,geraniales,geraniaceae,geranium,geranium rotundifolium
7914926,rosa abietina gren.,271,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rosa,rosa abietina
3066965,euphorbia lathyris l.,1026,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,euphorbia,euphorbia lathyris
3085619,petrorhagia prolifera (l.) p.w.ball & heywood,1547,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,petrorhagia,petrorhagia prolifera
3086240,mirabilis jalapa l.,25,plantae,tracheophyta,magnoliopsida,caryophyllales,nyctaginaceae,mirabilis,mirabilis jalapa
3087634,cicerbita alpina wallr.,1682,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,cicerbita,cicerbita alpina
3712443,hypericum dubium leers,275,plantae,tracheophyta,magnoliopsida,malpighiales,hypericaceae,hypericum,hypericum dubium
5586946,sabulina viscosa rchb.,111,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,sabulina,sabulina viscosa
5318948,epipactis microphylla sw.,1544,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,epipactis,epipactis microphylla
5360498,trigonella caerulea ser.,15,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trigonella,trigonella caerulea
5393103,arctium minus bernh.,22,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,arctium,arctium minus
10315090,papaver lecoqii la motte,397,plantae,tracheophyta,magnoliopsida,ranunculales,papaveraceae,papaver,papaver lecoqii
7067596,trifolium incarnatum subsp. incarnatum,263,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trifolium,trifolium incarnatum
8044700,dactylorhiza lapponica (laest. ex hartm.) soó,1639,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,dactylorhiza,dactylorhiza lapponica
8065528,carex depauperata curtis ex with.,90,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex depauperata
5347702,genista sagittalis l.,83,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,genista,genista sagittalis
2702789,briza media l.,23664,plantae,tracheophyta,liliopsida,poales,poaceae,briza,briza media
2888769,valerianella carinata loisel.,1805,plantae,tracheophyta,magnoliopsida,dipsacales,caprifoliaceae,valerianella,valerianella carinata
2891664,oxalis articulata savign.,32,plantae,tracheophyta,magnoliopsida,oxalidales,oxalidaceae,oxalis,oxalis articulata
2926901,teucrium scorodonia l.,3954,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,teucrium,teucrium scorodonia
3172413,utricularia intermedia hayne,968,plantae,tracheophyta,magnoliopsida,lamiales,lentibulariaceae,utricularia,utricularia intermedia
5392083,bidens connata muhl. ex willd.,34,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,bidens,bidens connata
3151751,symphyotrichum versicolor (willd.) g.l.nesom,67,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,symphyotrichum,symphyotrichum versicolor
5667864,pinguicula alpina l.,2367,plantae,tracheophyta,magnoliopsida,lamiales,lentibulariaceae,pinguicula,pinguicula alpina
9442518,siler montanum subsp. montanum,2739,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,siler,siler montanum
8151172,pyrus nivalis jacq.,9,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,pyrus,pyrus nivalis
2728864,carex austroalpina bech.,177,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex austroalpina
2797913,platanthera chlorantha cust. ex rchb.,7081,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,platanthera,platanthera chlorantha
2882580,arctostaphylos uva-ursi (l.) spreng.,1464,plantae,tracheophyta,magnoliopsida,ericales,ericaceae,arctostaphylos,arctostaphylos uva-ursi
2927079,ajuga genevensis l.,2125,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,ajuga,ajuga genevensis
2984481,celtis occidentalis l.,26,plantae,tracheophyta,magnoliopsida,rosales,cannabaceae,celtis,celtis occidentalis
4139625,phleum hirsutum honck.,2484,plantae,tracheophyta,liliopsida,poales,poaceae,phleum,phleum hirsutum
5330661,arum italicum mill.,354,plantae,tracheophyta,liliopsida,alismatales,araceae,arum,arum italicum
8399513,astrantia major subsp. involucrata (w.d.j.koch) ces.,2,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,astrantia,astrantia major
6391648,persicaria amphibia (l.) gray,1602,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,persicaria,persicaria amphibia
2864429,tofieldia pusilla pers.,325,plantae,tracheophyta,liliopsida,alismatales,tofieldiaceae,tofieldia,tofieldia pusilla
3889108,salvia rosmarinus schleiden,147,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,salvia,salvia rosmarinus
3010993,rosa rhaetica gremli,16,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rosa,rosa rhaetica
7715390,alchemilla flexicaulis buser ex c.dc.,3,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla flexicaulis
3028566,alchemilla versipila buser,45,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla versipila
3045770,cardamine pratensis subsp. matthioli (moretti) nyman,157,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,cardamine,cardamine pratensis
3083702,atriplex tatarica l.,3,plantae,tracheophyta,magnoliopsida,caryophyllales,amaranthaceae,atriplex,atriplex tatarica
3105433,carlina acaulis l.,11608,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,carlina,carlina acaulis
3120385,achillea roseo-alba ehrend.,117,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,achillea,achillea roseo-alba
3172077,veronica persica hort. ex poir.,9455,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica persica
3172082,veronica agrestis l.,626,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica agrestis
7310677,asplenium scolopendrium subsp. scolopendrium,3322,plantae,tracheophyta,polypodiopsida,polypodiales,aspleniaceae,asplenium,asplenium scolopendrium
5358935,trifolium fragiferum l.,783,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trifolium,trifolium fragiferum
5372876,salix aurita l.,691,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix aurita
6709300,rumex acetosella subsp. acetosella,788,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,rumex,rumex acetosella
7323250,amaranthus emarginatus salzm. ex uline & w.l.bray,391,plantae,tracheophyta,magnoliopsida,caryophyllales,amaranthaceae,amaranthus,amaranthus emarginatus
7389416,doronicum austriacum jacq.,5,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,doronicum,doronicum austriacum
4034856,persicaria lapathifolia subsp. brittingeri (opiz) soják,17,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,persicaria,persicaria lapathifolia
8019170,rubus praecox bertol.,69,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rubus,rubus praecox
8185959,carduus nutans l.,456,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,carduus,carduus nutans
2701900,juncus subnodulosus schrank,2487,plantae,tracheophyta,liliopsida,poales,juncaceae,juncus,juncus subnodulosus
2711190,schoenoplectus pungens (vahl) palla,41,plantae,tracheophyta,liliopsida,poales,cyperaceae,schoenoplectus,schoenoplectus pungens
3028528,alchemilla mollis (buser) rothm.,316,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla mollis
3142996,doronicum grandiflorum lam.,1161,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,doronicum,doronicum grandiflorum
5369806,geum montanum l.,5015,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,geum,geum montanum
5376616,lepidium ruderale l.,354,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,lepidium,lepidium ruderale
7222575,carduus crispus subsp. crispus,23,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,carduus,carduus crispus
7278072,pulsatilla alpina subsp. alpina,2226,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,pulsatilla,pulsatilla alpina
7818643,prunus armeniaca l.,54,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,prunus,prunus armeniaca
5285332,pinus uncinata ramond ex dc.,1919,plantae,tracheophyta,pinopsida,pinales,pinaceae,pinus,pinus uncinata
8275977,asplenium ticinense d.e.mey.,4,plantae,tracheophyta,polypodiopsida,polypodiales,aspleniaceae,asplenium,asplenium ticinense
2709923,schoenus nigricans l.,2097,plantae,tracheophyta,liliopsida,poales,cyperaceae,schoenus,schoenus nigricans
2849427,orchis mascula (l.) l.,10943,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,orchis,orchis mascula
2855717,allium angulosum l.,1255,plantae,tracheophyta,liliopsida,asparagales,amaryllidaceae,allium,allium angulosum
3089154,xanthium strumarium l.,64,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,xanthium,xanthium strumarium
4225550,xanthium orientale subsp. italicum (moretti) greuter,26,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,xanthium,xanthium orientale
5341300,galeopsis tetrahit l.,9881,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,galeopsis,galeopsis tetrahit
5356542,lathyrus nissolia l.,87,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,lathyrus,lathyrus nissolia
5366922,potentilla sterilis garcke,7357,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,potentilla,potentilla sterilis
5372829,salix fragilis l.,213,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix fragilis
5377289,iberis saxatilis l.,117,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,iberis,iberis saxatilis
5387396,aster alpinus l.,3352,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,aster,aster alpinus
7332625,orobanche artemisiae-campestris gaudin,280,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,orobanche,orobanche artemisiae-campestris
7749287,petasites albus gaertn.,5254,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,petasites,petasites albus
2703766,bromus ramosus huds.,1227,plantae,tracheophyta,liliopsida,poales,poaceae,bromus,bromus ramosus
2704211,poa chaixii vill.,1117,plantae,tracheophyta,liliopsida,poales,poaceae,poa,poa chaixii
2726956,carex pulicaris l.,1355,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex pulicaris
3028581,alchemilla radiisecta buser,1,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla radiisecta
3120104,achillea pratensis j.saukel & r.länger,2,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,achillea,achillea pratensis
5357407,amorpha fruticosa l.,216,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,amorpha,amorpha fruticosa
5365305,potentilla norvegica l.,255,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,potentilla,potentilla norvegica
6077031,erigeron acris subsp. angulosus (gaudin) vacc.,112,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,erigeron,erigeron acris
6438531,veronica spicata subsp. spicata,2448,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica spicata
7225571,arabidopsis halleri subsp. halleri,8,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,arabidopsis,arabidopsis halleri
7932578,androsace brevis (hegetschw.) cesati,325,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,androsace,androsace brevis
8357729,chenopodium opulifolium schrad.,28,plantae,tracheophyta,magnoliopsida,caryophyllales,amaranthaceae,chenopodium,chenopodium opulifolium
4009380,groenlandia densa fourr.,908,plantae,tracheophyta,liliopsida,alismatales,potamogetonaceae,groenlandia,groenlandia densa
4113205,trisetum distichophyllum p.beauv.,984,plantae,tracheophyta,liliopsida,poales,poaceae,trisetum,trisetum distichophyllum
5274863,salvinia molesta d.mitch.,47,plantae,tracheophyta,polypodiopsida,salviniales,salviniaceae,salvinia,salvinia molesta
5289877,molinia caerulea moench,8876,plantae,tracheophyta,liliopsida,poales,poaceae,molinia,molinia caerulea
5301140,potamogeton angustifolius bercht. & j.presl,47,plantae,tracheophyta,liliopsida,alismatales,potamogetonaceae,potamogeton,potamogeton angustifolius
5372484,callitriche palustris l.,390,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,callitriche,callitriche palustris
5372513,salix alba l.,3440,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix alba
5376816,lepidium perfoliatum l.,9,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,lepidium,lepidium perfoliatum
7267090,dianthus seguieri subsp. seguieri,2,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,dianthus,dianthus seguieri
8903918,veronica prostrata l.,180,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica prostrata
2688424,diphasiastrum complanatum (l.) holub,197,plantae,tracheophyta,lycopodiopsida,lycopodiales,lycopodiaceae,diphasiastrum,diphasiastrum complanatum
2703746,bromus tectorum l.,1389,plantae,tracheophyta,liliopsida,poales,poaceae,bromus,bromus tectorum
3002258,rosa inodora fries,9,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rosa,rosa inodora
3024109,amelanchier lamarckii f.g.schroed.,81,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,amelanchier,amelanchier lamarckii
3026334,cotoneaster divaricatus rehder & e.h.wilson,1015,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,cotoneaster,cotoneaster divaricatus
3032980,diospyros lotus l.,235,plantae,tracheophyta,magnoliopsida,ericales,ebenaceae,diospyros,diospyros lotus
3048674,erysimum virgatum roth,241,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,erysimum,erysimum virgatum
3119231,helianthus pauciflorus nutt.,33,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,helianthus,helianthus pauciflorus
3136037,hieracium glaucum all.,152,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,hieracium,hieracium glaucum
5356649,lathyrus aphaca l.,236,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,lathyrus,lathyrus aphaca
7266795,salix caesia vill.,112,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix caesia
7298997,valeriana tripteris l.,3203,plantae,tracheophyta,magnoliopsida,dipsacales,caprifoliaceae,valeriana,valeriana tripteris
7301056,knautia dipsacifolia (host) kreutzer,5527,plantae,tracheophyta,magnoliopsida,dipsacales,caprifoliaceae,knautia,knautia dipsacifolia
7966304,ranunculus paludosus poir.,1,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,ranunculus,ranunculus paludosus
8334084,ligusticum ferulaceum all.,2,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,ligusticum,ligusticum ferulaceum
2704922,festuca rubra l.,297,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca rubra
2722051,carex pendula huds.,4722,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex pendula
2728724,carex fimbriata schkuhr,303,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex fimbriata
2856148,allium lineare l.,110,plantae,tracheophyta,liliopsida,asparagales,amaryllidaceae,allium,allium lineare
3028082,alchemilla connivens buser,68,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla connivens
8591421,potentilla indica (andrews) t.wolf,1083,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,potentilla,potentilla indica
3642031,trochiscanthes nodiflorus w.d.j.koch,333,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,trochiscanthes,trochiscanthes nodiflorus
4929746,onobrychis arenaria subsp. arenaria,12,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,onobrychis,onobrychis arenaria
5354656,cytisus scoparius (l.) link,986,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,cytisus,cytisus scoparius
5384465,gypsophila scorzonerifolia ser.,14,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,gypsophila,gypsophila scorzonerifolia
4118209,festuca pallens host,1,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca pallens
7267798,dianthus carthusianorum subsp. carthusianorum,235,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,dianthus,dianthus carthusianorum
9707050,spinulum annotinum subsp. annotinum,2066,plantae,tracheophyta,lycopodiopsida,lycopodiales,lycopodiaceae,spinulum,spinulum annotinum
2714056,cyperus michelianus delile,11,plantae,tracheophyta,liliopsida,poales,cyperaceae,cyperus,cyperus michelianus
2722926,carex muricata l.,21,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex muricata
2727655,carex caryophyllea latour.,13480,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex caryophyllea
2995030,rubus phyllostachys p.j.müll.,2,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rubus,rubus phyllostachys
3105650,sonchus palustris l.,5,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,sonchus,sonchus palustris
3726193,veronica serpyllifolia subsp. humifusa (dicks.) syme,447,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica serpyllifolia
4114298,festuca scabriculmis (hack.) k.richt.,188,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca scabriculmis
4127831,stipa pennata l.,337,plantae,tracheophyta,liliopsida,poales,poaceae,stipa,stipa pennata
2840564,gymnadenia austriaca (teppner & e.klein) p.delforge,685,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,gymnadenia,gymnadenia austriaca
5359380,trifolium incarnatum subsp. molinerii (hornem.) syme,5,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trifolium,trifolium incarnatum
5404465,saussurea discolor dc.,295,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,saussurea,saussurea discolor
5409958,campanula barbata l.,5570,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,campanula,campanula barbata
5403682,crepis pontana dalla torre,513,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,crepis,crepis pontana
